, 7, 5, 11, 6, 12, 7, 7, 12, 6, 14, 8, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 9, 3, 6, 8, 6, 5, 6, 6, 17, 5, 9, 6, 8, 7, 15, 13, 2, 10, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 15, 7, 4, 10, 8, 4, 14, 9, 12, 6, 3, 8, 9, 1, 7, 13, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 16, 12, 5, 8, 1, 7, 5, 11, 3, 7, 12, 17, 17, 7, 5, 11, 6, 8, 7, 7, 9, 6, 12, 8, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 8, 3, 6, 8, 6, 5, 6, 6, 16, 5, 9, 6, 8, 7, 9, 11, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 15, 7, 4, 10, 8, 4, 14, 9, 12, 6, 3, 8, 9, 1, 7, 13, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 16, 12, 5, 8, 1, 7, 5, 11, 3, 7, 12, 17, 17, 7, 5, 11, 6, 8, 7, 7, 8, 6, 12, 8, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 8, 3, 6, 8, 6, 5, 6, 6, 16, 5, 9, 6, 8, 7, 9, 11, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 15, 7, 4, 10, 8, 4, 14, 9, 12, 6, 3, 8, 9, 1, 7, 13, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 16, 12, 5, 8, 1, 7, 5, 11, 3, 7, 12, 17, 17, 7, 5, 11, 6, 8, 7, 7, 8, 6, 12, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 8, 3, 6, 8, 6, 5, 6, 6, 16, 5, 9, 6, 8, 7, 9, 11, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 15, 7, 4, 10, 8, 4, 13, 9, 12, 6, 3, 8, 9, 1, 7, 13, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 16, 12, 5, 8, 1, 7, 5, 11, 3, 7, 12, 17, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 12, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 8, 3, 6, 8, 6, 5, 6, 6, 16, 5, 9, 6, 8, 7, 9, 11, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 15, 7, 4, 10, 8, 4, 7, 9, 12, 6, 3, 8, 9, 1, 7, 13, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 16, 12, 5, 8, 1, 7, 5, 11, 3, 7, 12, 17, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 8, 3, 6, 8, 6, 5, 6, 6, 16, 5, 9, 6, 8, 7, 9, 11, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 15, 7, 4, 10, 8, 4, 7, 9, 12, 6, 3, 8, 8, 1, 7, 13, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 16, 12, 5, 8, 1, 7, 5, 11, 3, 7, 12, 17, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 16, 5, 9, 6, 8, 7, 9, 11, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 15, 7, 4, 10, 8, 4, 7, 9, 12, 6, 3, 8, 8, 1, 7, 13, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 16, 12, 5, 8, 1, 7, 5, 11, 3, 7, 12, 17, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 16, 5, 9, 6, 8, 7, 9, 11, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 15, 7, 4, 10, 8, 4, 7, 9, 12, 6, 3, 8, 8, 1, 7, 13, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 16, 12, 5, 8, 1, 7, 5, 11, 3, 7, 12, 17, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 16, 5, 9, 6, 8, 7, 9, 7, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 15, 7, 4, 10, 8, 4, 7, 9, 12, 6, 3, 8, 8, 1, 7, 13, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 16, 12, 5, 8, 1, 7, 5, 11, 3, 7, 12, 17, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 16, 5, 8, 6, 8, 7, 9, 7, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 15, 7, 4, 10, 8, 4, 7, 9, 12, 6, 3, 8, 8, 1, 7, 13, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 16, 12, 5, 8, 1, 7, 5, 11, 3, 7, 12, 17, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 16, 5, 8, 6, 8, 7, 9, 7, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 11, 7, 4, 8, 8, 4, 7, 9, 12, 6, 3, 8, 8, 1, 7, 13, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 16, 12, 5, 8, 1, 7, 5, 11, 3, 7, 12, 17, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 16, 5, 8, 6, 8, 7, 9, 7, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 11, 7, 4, 8, 8, 4, 7, 9, 12, 6, 3, 8, 8, 1, 7, 13, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 16, 12, 5, 8, 1, 7, 5, 11, 3, 7, 12, 17, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 16, 5, 8, 6, 8, 7, 9, 7, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 11, 7, 4, 8, 8, 4, 7, 9, 12, 6, 3, 8, 8, 1, 7, 13, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 15, 12, 5, 8, 1, 7, 5, 11, 3, 7, 12, 17, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 16, 5, 8, 6, 8, 7, 9, 7, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 11, 7, 4, 8, 8, 4, 7, 9, 12, 6, 3, 8, 8, 1, 7, 13, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 15, 12, 5, 8, 1, 7, 5, 11, 3, 7, 12, 17, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 16, 5, 8, 6, 8, 7, 9, 7, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 11, 7, 4, 8, 8, 4, 7, 9, 12, 6, 3, 8, 8, 1, 7, 13, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 15, 12, 5, 8, 1, 7, 5, 11, 3, 7, 12, 11, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 16, 5, 8, 6, 8, 7, 9, 7, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 11, 7, 4, 8, 8, 4, 7, 9, 12, 6, 3, 8, 8, 1, 7, 13, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 15, 12, 5, 8, 1, 7, 5, 11, 3, 7, 12, 11, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 16, 5, 8, 6, 8, 7, 9, 7, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 11, 7, 4, 8, 8, 4, 7, 9, 8, 6, 3, 8, 8, 1, 7, 11, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 15, 12, 5, 8, 1, 7, 5, 11, 3, 7, 12, 11, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 16, 5, 8, 6, 8, 7, 9, 7, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 11, 7, 4, 8, 8, 4, 7, 9, 8, 6, 3, 8, 8, 1, 7, 11, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 15, 12, 5, 8, 1, 7, 5, 11, 3, 7, 12, 11, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 16, 5, 8, 6, 8, 7, 9, 7, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 11, 7, 4, 8, 8, 4, 7, 9, 8, 6, 3, 8, 8, 1, 7, 11, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 15, 9, 5, 8, 1, 7, 5, 11, 3, 7, 12, 11, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 16, 5, 8, 6, 8, 7, 9, 7, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 11, 7, 4, 8, 8, 4, 7, 9, 8, 6, 3, 8, 8, 1, 7, 11, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 11, 9, 5, 8, 1, 7, 5, 11, 3, 7, 12, 11, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 8, 5, 8, 6, 8, 7, 9, 7, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 11, 7, 4, 8, 8, 4, 7, 9, 8, 6, 3, 8, 8, 1, 7, 11, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 11, 9, 5, 8, 1, 7, 5, 11, 3, 7, 12, 11, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 8, 5, 8, 6, 8, 7, 9, 7, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 11, 7, 4, 8, 8, 4, 7, 9, 8, 6, 3, 8, 8, 1, 7, 11, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 11, 9, 5, 8, 1, 7, 5, 11, 3, 7, 12, 11, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 8, 5, 8, 6, 8, 7, 9, 7, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 11, 7, 4, 8, 8, 4, 7, 9, 8, 6, 3, 8, 8, 1, 7, 11, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 11, 9, 5, 8, 1, 7, 5, 11, 3, 7, 12, 11, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 8, 5, 8, 6, 8, 7, 9, 7, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 11, 7, 4, 8, 8, 4, 7, 9, 8, 6, 3, 8, 8, 1, 7, 11, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 11, 9, 5, 8, 1, 7, 5, 11, 3, 7, 12, 11, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 8, 5, 8, 6, 8, 7, 9, 7, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 11, 7, 4, 8, 8, 4, 7, 9, 8, 6, 3, 8, 8, 1, 7, 11, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 11, 9, 5, 8, 1, 7, 5, 11, 3, 7, 12, 11, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 8, 5, 8, 6, 8, 7, 9, 7, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 11, 7, 4, 8, 8, 4, 7, 9, 8, 6, 3, 8, 8, 1, 7, 11, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 11, 9, 5, 8, 1, 7, 5, 11, 3, 7, 8, 11, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 8, 5, 8, 6, 8, 7, 9, 7, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 9, 7, 4, 8, 8, 4, 7, 9, 8, 6, 3, 8, 8, 1, 7, 11, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 11, 9, 5, 8, 1, 7, 5, 11, 3, 7, 8, 11, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 8, 5, 8, 6, 8, 7, 9, 7, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 9, 7, 4, 8, 8, 4, 7, 9, 8, 6, 3, 8, 8, 1, 7, 11, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 11, 9, 5, 8, 1, 7, 5, 11, 3, 7, 8, 11, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 8, 5, 8, 6, 8, 7, 9, 7, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 9, 7, 4, 8, 8, 4, 7, 9, 8, 6, 3, 8, 8, 1, 7, 11, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 11, 9, 5, 8, 1, 7, 5, 11, 3, 7, 8, 11, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 8, 5, 8, 6, 8, 7, 9, 7, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 9, 7, 4, 8, 8, 4, 7, 9, 8, 6, 3, 8, 8, 1, 7, 11, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 11, 9, 5, 8, 1, 7, 5, 11, 3, 7, 8, 11, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 8, 5, 8, 6, 8, 7, 9, 7, 2, 8, 7, 0, 5, 6, 4, 3]
[11, 7, 5, 6, 4, 9, 7, 4, 8, 8, 4, 7, 9, 8, 6, 3, 8, 8, 1, 7, 11, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 11, 9, 5, 8, 1, 7, 5, 11, 3, 7, 8, 11, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 8, 5, 8, 6, 8, 7, 9, 7, 2, 8, 7, 0, 5, 6, 4, 3]
[10, 7, 5, 6, 4, 9, 7, 4, 8, 8, 4, 7, 9, 8, 6, 3, 8, 8, 1, 7, 11, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 11, 9, 5, 8, 1, 7, 5, 11, 3, 7, 8, 11, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 8, 5, 8, 6, 8, 7, 9, 7, 2, 8, 7, 0, 5, 6, 4, 3]
[10, 7, 5, 6, 4, 9, 7, 4, 8, 8, 4, 7, 9, 8, 6, 3, 8, 8, 1, 7, 11, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 11, 9, 5, 8, 1, 7, 5, 11, 3, 7, 8, 11, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 8, 5, 8, 6, 8, 7, 9, 7, 2, 8, 7, 0, 5, 6, 4, 3]
[10, 7, 5, 6, 4, 9, 7, 4, 8, 8, 4, 7, 9, 8, 6, 3, 8, 8, 1, 7, 11, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 11, 9, 5, 8, 1, 7, 5, 11, 3, 7, 8, 11, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 8, 5, 8, 6, 8, 7, 9, 7, 2, 8, 7, 0, 5, 6, 4, 3]
[10, 7, 5, 6, 4, 9, 7, 4, 8, 8, 4, 7, 9, 8, 6, 3, 8, 8, 1, 7, 11, 7, 3, 7, 10, 7, 6, 7, 4, 14, 4, 7, 6, 6, 7, 7, 5, 14, 11, 9, 5, 8, 1, 7, 5, 11, 3, 7, 8, 11, 17, 7, 5, 7, 6, 8, 7, 7, 8, 6, 9, 7, 6, 9, 7, 4, 6, 4, 4, 7, 5, 5, 3, 5, 5, 8, 7, 3, 6, 8, 6, 5, 6, 6, 8, 5, 8, 6, 8, 7, 9, 7, 2, 8, 7, 0, 5, 6, 4, 3]
